OBJECT,FULLOBJECT,THEME,TITLE,ABSTRACT,METADATA URL
acs_b19101c_familyincomeamerind,acs_b19101c_familyincomeamerind,census,2013-2017 ACS: Family Income In The Past 12 Months (In Inflation-Adjusted Dollars) (American Indian And Alaska Native Alone Householder) (Based on 2010 Census Tracts),US Census American Community Survey (2013-2017) data table for: INCOME subject area. Provides inform ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b19101c_familyincomeamerind
acs_b19101d_familyincomeasian,acs_b19101d_familyincomeasian,census,2013-2017 ACS: Family Income In The Past 12 Months (In Inflation-Adjusted Dollars) (Asian Alone Householder) (Based on 2010 Census Tracts),US Census American Community Survey (2013-2017) data table for: INCOME subject area. Provides inform ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b19101d_familyincomeasian
acs_b19101e_familyincomehawaiianpi,acs_b19101e_familyincomehawaiianpi,census,2013-2017 ACS: Family Income In The Past 12 Months (In Inflation-Adjusted Dollars) (Native Hawaiian And Other Pacific Islander Alone Householder) (Based on 2010 Census Tracts),US Census American Community Survey (2013-2017) data table for: INCOME subject area. Provides inform ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b19101e_familyincomehawaiianpi
acs_b19101f_familyincomeotherrace,acs_b19101f_familyincomeotherrace,census,2013-2017 ACS: Family Income In The Past 12 Months (In Inflation-Adjusted Dollars) (Some Other Race Alone Householder) (Based on 2010 Census Tracts),US Census American Community Survey (2013-2017) data table for: INCOME subject area. Provides inform ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b19101f_familyincomeotherrace
acs_b19101g_familyincome2races,acs_b19101g_familyincome2races,census,2013-2017 ACS: Family Income In The Past 12 Months (In Inflation-Adjusted Dollars) (Two Or More Races Householder) (Based on 2010 Census Tracts),US Census American Community Survey (2013-2017) data table for: INCOME subject area. Provides inform ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b19101g_familyincome2races
acs_b19101h_familyincomewhitenothisp,acs_b19101h_familyincomewhitenothisp,census,2013-2017 ACS: Family Income In The Past 12 Months (In Inflation-Adjusted Dollars) (White Alone; Not Hispanic Or Latino Householder) (Based on 2010 Census Tracts),US Census American Community Survey (2013-2017) data table for: INCOME subject area. Provides inform ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b19101h_familyincomewhitenothisp
acs_b19101i_familyincomehispanic,acs_b19101i_familyincomehispanic,census,2013-2017 ACS: Family Income In The Past 12 Months (In Inflation-Adjusted Dollars) (Hispanic Or Latino Householder) (Based on 2010 Census Tracts),US Census American Community Survey (2013-2017) data table for: INCOME subject area. Provides inform ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b19101i_familyincomehispanic
acs_b19113_medianfamilyincome,acs_b19113_medianfamilyincome,census,2013-2017 ACS: Median Family Income In The Past 12 Months (In Inflation-Adjusted Dollars) (Based on 2010 Census Tracts),US Census American Community Survey (2013-2017) data table for: INCOME subject area. Provides inform ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b19113_medianfamilyincome
acs_b19301_percapitaincome,acs_b19301_percapitaincome,census,2013-2017 ACS: Per Capita Income In The Past 12 Months (In Inflation-Adjusted Dollars) (Based on 2010 Census Tracts),US Census American Community Survey (2013-2017) data table for: INCOME subject area. Provides inform ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b19301_percapitaincome
acs_b21001_sexagevetstatus,acs_b21001_sexagevetstatus,census,2013-2017 ACS: Sex By Age By Veteran Status For The Civilian Population 18 Years And Over (Based on 2010 Census Tracts),US Census American Community Survey (2013-2017) data table for: VETERAN STATUS subject area. Provide ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b21001_sexagevetstatus
acs_b25001_housingunits,acs_b25001_housingunits,census,2013-2017 ACS: Housing Units (Based on 2010 Census Tracts),US Census American Community Survey (2013-2017) data table for: HOUSING subject area. Provides infor ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b25001_housingunits
acs_b25002_occupancystatus,acs_b25002_occupancystatus,census,2013-2017 ACS: Occupancy Status (Based on 2010 Census Tracts),US Census American Community Survey (2013-2017) data table for: HOUSING subject area. Provides infor ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b25002_occupancystatus
acs_b25003_tenure,acs_b25003_tenure,census,2013-2017 ACS: Tenure (Based on 2010 Census Tracts),US Census American Community Survey (2013-2017) data table for: HOUSING subject area. Provides infor ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b25003_tenure
acs_b25004_vacancystatus,acs_b25004_vacancystatus,census,2013-2017 ACS: Vacancy Status (Based on 2010 Census Tracts),US Census American Community Survey (2013-2017) data table for: HOUSING subject area. Provides infor ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b25004_vacancystatus
acs_b25007_tenureagehouseholder,acs_b25007_tenureagehouseholder,census,2013-2017 ACS: Tenure By Age Of Householder (Based on 2010 Census Tracts),US Census American Community Survey (2013-2017) data table for: HOUSING subject area. Provides infor ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b25007_tenureagehouseholder
acs_b25009_tenurehouseholdsize,acs_b25009_tenurehouseholdsize,census,2013-2017 ACS: Tenure By Household Size (Based on 2010 Census Tracts),US Census American Community Survey (2013-2017) data table for: HOUSING subject area. Provides infor ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b25009_tenurehouseholdsize
acs_b25019_aggregatenumberrooms,acs_b25019_aggregatenumberrooms,census,2013-2017 ACS: Aggregate Number Of Rooms (Based on 2010 Census Tracts),US Census American Community Survey (2013-2017) data table for: HOUSING subject area. Provides infor ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b25019_aggregatenumberrooms
acs_b25024_unitsinstructure,acs_b25024_unitsinstructure,census,2013-2017 ACS: Units In Structure (Based on 2010 Census Tracts),US Census American Community Survey (2013-2017) data table for: HOUSING subject area. Provides infor ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b25024_unitsinstructure
acs_b25032_tenureunitsstructure,acs_b25032_tenureunitsstructure,census,2013-2017 ACS: Tenure By Units In Structure (Based on 2010 Census Tracts),US Census American Community Survey (2013-2017) data table for: HOUSING subject area. Provides infor ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b25032_tenureunitsstructure
acs_b25033_totalpophseunitstenure,acs_b25033_totalpophseunitstenure,census,2013-2017 ACS: Total Population In Occupied Housing Units By Tenure By Units In Structure (Based on 2010 Census Tracts),US Census American Community Survey (2013-2017) data table for: HOUSING subject area. Provides infor ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b25033_totalpophseunitstenure
acs_b25034_yrstructurebuilt,acs_b25034_yrstructurebuilt,census,2013-2017 ACS: Year Structure Built (Based on 2010 Census Tracts),US Census American Community Survey (2013-2017) data table for: HOUSING subject area. Provides infor ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b25034_yrstructurebuilt
acs_b25035_medianyrstructurebuilt,acs_b25035_medianyrstructurebuilt,census,2013-2017 ACS: Median Year Structure Built (Based on 2010 Census Tracts),US Census American Community Survey (2013-2017) data table for: HOUSING subject area. Provides infor ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b25035_medianyrstructurebuilt
acs_b25036_tenureyrstructurebuilt,acs_b25036_tenureyrstructurebuilt,census,2013-2017 ACS: Tenure By Year Structure Built (Based on 2010 Census Tracts),US Census American Community Survey (2013-2017) data table for: HOUSING subject area. Provides infor ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b25036_tenureyrstructurebuilt
acs_b25056_contractrent,acs_b25056_contractrent,census,2013-2017 ACS: Contract Rent (Based on 2010 Census Tracts),US Census American Community Survey (2013-2017) data table for: HOUSING subject area. Provides infor ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b25056_contractrent
acs_b25057_lowercontractrentquartile,acs_b25057_lowercontractrentquartile,census,2013-2017 ACS: Lower Contract Rent Quartile (Dollars) (Based on 2010 Census Tracts),US Census American Community Survey (2013-2017) data table for: HOUSING subject area. Provides infor ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b25057_lowercontractrentquartile
acs_b25058_mediancontractrent,acs_b25058_mediancontractrent,census,2013-2017 ACS: Median Contract Rent (Dollars) (Based on 2010 Census Tracts),US Census American Community Survey (2013-2017) data table for: HOUSING subject area. Provides infor ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b25058_mediancontractrent
acs_b25059_uppercontractrentquartile,acs_b25059_uppercontractrentquartile,census,2013-2017 ACS: Upper Contract Rent Quartile (Dollars) (Based on 2010 Census Tracts),US Census American Community Survey (2013-2017) data table for: HOUSING subject area. Provides infor ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b25059_uppercontractrentquartile
acs_b25065_aggregategrossrent,acs_b25065_aggregategrossrent,census,2013-2017 ACS: Aggregate Gross Rent (Dollars) (Based on 2010 Census Tracts),US Census American Community Survey (2013-2017) data table for: HOUSING subject area. Provides infor ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b25065_aggregategrossrent
acs_b25070_grossrentpercent,acs_b25070_grossrentpercent,census,2013-2017 ACS: Gross Rent As A Percentage Of Household Income In The Past 12 Months (Based on 2010 Census Tracts),US Census American Community Survey (2013-2017) data table for: HOUSING subject area. Provides infor ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b25070_grossrentpercent
acs_b25071_mediangrossrentpercent,acs_b25071_mediangrossrentpercent,census,2013-2017 ACS: Median Gross Rent As A Percentage Of Household Income In The Past 12 Months (Dollars) (Based on 2010 Census Tracts),US Census American Community Survey (2013-2017) data table for: HOUSING subject area. Provides infor ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b25071_mediangrossrentpercent
acs_b25074_hsehldincomegrossrentper,acs_b25074_hsehldincomegrossrentper,census,2013-2017 ACS: Household Income By Gross Rent As A Percentage Of Household Income In The Past 12 Months (Based on 2010 Census Tracts),US Census American Community Survey (2013-2017) data table for: HOUSING subject area. Provides infor ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b25074_hsehldincomegrossrentper
acs_b25076_lowervaluequartile,acs_b25076_lowervaluequartile,census,2013-2017 ACS: Lower Value Quartile (Dollars) (Based on 2010 Census Tracts),US Census American Community Survey (2013-2017) data table for: HOUSING subject area. Provides infor ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b25076_lowervaluequartile
acs_b25077_medianvalue,acs_b25077_medianvalue,census,2013-2017 ACS: Median Value (Dollars) (Based on 2010 Census Tracts),US Census American Community Survey (2013-2017) data table for: HOUSING subject area. Provides infor ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b25077_medianvalue
acs_b25078_uppervaluequartile,acs_b25078_uppervaluequartile,census,2013-2017 ACS: Upper Value Quartile (Dollars) (Based on 2010 Census Tracts),US Census American Community Survey (2013-2017) data table for: HOUSING subject area. Provides infor ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b25078_uppervaluequartile
acs_b25083_medianvaluemobilehomes,acs_b25083_medianvaluemobilehomes,census,2013-2017 ACS: Median Value (Dollars) For Mobile Homes (Based on 2010 Census Tracts),US Census American Community Survey (2013-2017) data table for: HOUSING subject area. Provides infor ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b25083_medianvaluemobilehomes
acs_b25091_mortgagepercenthsehldinc,acs_b25091_mortgagepercenthsehldinc,census,2013-2017 ACS: Mortgage Status By Selected Monthly Owner Costs As A Percentage Of Household Income In The Past 12 Months (Based on 2010 Census Tracts),US Census American Community Survey (2013-2017) data table for: HOUSING subject area. Provides infor ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b25091_mortgagepercenthsehldinc
acs_b25094_selectedmonthlyownercosts,acs_b25094_selectedmonthlyownercosts,census,2013-2017 ACS: Selected Monthly Owner Costs (Based on 2010 Census Tracts),US Census American Community Survey (2013-2017) data table for: HOUSING subject area. Provides infor ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b25094_selectedmonthlyownercosts
acs_b25095_hsehldincownercostpercent,acs_b25095_hsehldincownercostpercent,census,2013-2017 ACS: Household Income By Selected Monthly Owner Costs As A Percentage Of Household Income In The Past 12 Months (Based on 2010 Census Tracts),US Census American Community Survey (2013-2017) data table for: HOUSING subject area. Provides infor ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b25095_hsehldincownercostpercent
acs_b26001_groupquarterspopulation,acs_b26001_groupquarterspopulation,census,2013-2017 ACS: Group Quarters Population (Based on 2010 Census Tracts),US Census American Community Survey (2013-2017) data table for: GROUP QUARTERS subject area. Provide ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b26001_groupquarterspopulation
acs_b27001_healthinscover,acs_b27001_healthinscover,census,2013-2017 ACS: Health Insurance Coverage Status By Sex By Age (Based on 2010 Census Tracts),US Census American Community Survey (2013-2017) data table for: HEALTH INSURANCE subject area. Provi ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b27001_healthinscover
acs_b28001_typecomputerhshld,acs_b28001_typecomputerhshld,census,2013-2017 ACS: Types Of Computers In Household (Based on 2010 Census Tracts),US Census American Community Survey (2013-2017) data table for: COMPUTER AND INTERNET USAGE subject  ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b28001_typecomputerhshld
acs_b28003_typeintersubscriphshld,acs_b28003_typeintersubscriphshld,census,2013-2017 ACS: Presence Of A Computer And Type Of Internet Subscription In Household (Based on 2010 Census Tracts),US Census American Community Survey (2013-2017) data table for: COMPUTER AND INTERNET USAGE subject  ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b28003_typeintersubscriphshld
acs_b28005_agetypeinternethshld,acs_b28005_agetypeinternethshld,census,2013-2017 ACS: Age By Presence Of A Computer And Types Of Internet Subscription In Household (Based on 2010 Census Tracts),US Census American Community Survey (2013-2017) data table for: COMPUTER AND INTERNET USAGE subject  ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b28005_agetypeinternethshld
acs_b28006_edutypeinternethshld,acs_b28006_edutypeinternethshld,census,2013-2017 ACS: Educational Attainment By Presence Of A Computer And Types Of Internet Subscription In Household (Based on 2010 Census Tracts),US Census American Community Survey (2013-2017) data table for: COMPUTER AND INTERNET USAGE subject  ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b28006_edutypeinternethshld
acs_b28007_labortypeinternethshld,acs_b28007_labortypeinternethshld,census,2013-2017 ACS: Labor Force Status By Presence Of A Computer And Types Of Internet Subscription In Household (Based on 2010 Census Tracts),US Census American Community Survey (2013-2017) data table for: COMPUTER AND INTERNET USAGE subject  ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b28007_labortypeinternethshld
acs_b28008_typeintersubscrippop,acs_b28008_typeintersubscrippop,census,2013-2017 ACS: Presence Of A Computer And Type Of Internet Subscription In Household (Based on 2010 Census Tracts),US Census American Community Survey (2013-2017) data table for: COMPUTER AND INTERNET USAGE subject  ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_b28008_typeintersubscrippop
acs_c16002_hsehldlanglimengspeak,acs_c16002_hsehldlanglimengspeak,census,2013-2017 ACS: Household Language By Household Limited English Speaking Status (Based on 2010 Census Tracts),US Census American Community Survey (2013-2017) data table for: LANGUAGE subject area. Provides info ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_c16002_hsehldlanglimengspeak
acs_c17002_ratioincomepoverty,acs_c17002_ratioincomepoverty,census,2013-2017 ACS: Ratio Of Income To Poverty Level In The Past 12 Months (Based on 2010 Census Tracts),US Census American Community Survey (2013-2017) data table for: POVERTY subject area. Provides infor ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_c17002_ratioincomepoverty
acs_c24010_sexoccupation,acs_c24010_sexoccupation,census,2013-2017 ACS: Sex By Occupation For The Civilian Employed Population 16 Years And Over (Based on 2010 Census Tracts),US Census American Community Survey (2013-2017) data table for: INDUSTRY-OCCUPATION-CLASS OF WORKER  ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_c24010_sexoccupation
acs_c24030_sexbyindustry,acs_c24030_sexbyindustry,census,2013-2017 ACS: Sex By Industry For The Civilian Employed Population 16 Years And Over (Based on 2010 Census Tracts),US Census American Community Survey (2013-2017) data table for: INDUSTRY-OCCUPATION-CLASS OF WORKER  ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_c24030_sexbyindustry
acs_s1601_languagespokeathome,acs_s1601_languagespokeathome,census,2013-2017 ACS: Language Spoken At Home (Based on 2010 Census Tracts),US Census American Community Survey (2013-2017) data table for: LANGUAGE subject area. Provides info ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_s1601_languagespokeathome
acs_s2801_typecompinternetsub,acs_s2801_typecompinternetsub,census,2013-2017 ACS: Types Of Computers And Internet Subscriptions (Based on 2010 Census Tracts),US Census American Community Survey (2013-2017) data table for: COMPUTER AND INTERNET subject area.  ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_s2801_typecompinternetsub
acs_s2802_typeinternetsubselchar,acs_s2802_typeinternetsubselchar,census,2013-2017 ACS: Types Of Internet Subscriptions By Selected Characteristics (Based on 2010 Census Tracts),US Census American Community Survey (2013-2017) data table for: COMPUTER AND INTERNET subject area.  ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=acs_s2802_typeinternetsubselchar
ada_ramp,ada_ramp_point,transportation,Maint.ROADS.ADA_Ramp_point,The feature class is the asset inventory for ADA Ramps within unincorporated King County. This data  ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=ada_ramp
addr_sitetype_lut,addr_sitetype_lut,admin,Look Up (Decode) table for ADDRESS_POINT sitetype ITEM,Table related to ADDRESS_POINT that decodes SITETYPE item. SITETYPE item values are somewhat cryptic ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=addr_sitetype_lut
address,address_point,admin,Addresses in King County,A comprehensive address file containing a point for every addressable site within King County. It is ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=address
adverse_weather_districts,adverse_weather_districts_area,transportation,Metro Adverse Weather Districts in King County,The Adverse Weather Areas are a means whereby responding agencies within King County can geographica ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=adverse_weather_districts
agrpddst,agrpddst_area,natres,Agricultural Production District,The Comprehensive Plan designates Agricultural Production Districts where the principal land use sho ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=agrpddst
airdst,airdst_area,district,Airport Districts of King County,Airport District encompassing Vashon-Maury Island ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=airdst
airports,airports_area,transportation,Airports in King County,Airport features for King County. ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=airports
annexed_landslide_sao1990,annexed_landslide_sao1990_area,enviro,Landslide hazards; incorporated KC 1990,This area was categorized as within a potential landslide hazard by the 1990 King County Sensitive A ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=annexed_landslide_sao1990
antiicer_route,antiicer_route_line,transportation,Roads Anti-Ice Routes,Routes in unincorporated King County that are part of the King County anti-ice operations as well as ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=antiicer_route
asgwc,asgwc_area,enviro,Areas Susceptible to Groundwater Contamination,Areas susceptible to groundwater contamination ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=asgwc
ballot_dropbox,ballot_dropbox_point,admin,Ballot Drop Boxes in King County ,Ballot drop boxes in King County for purposes of election. This featureclass is part of the COMMON_I ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=ballot_dropbox
barricade,barricade_point,transportation,Barricades maintained by King County Roads Division,Barricade is any object or structure that creates a barrier or obstacle to control; block passage or ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=barricade
basin_condition,basin_condition_area,enviro,Environmental Condition of Basins,Environmental conditons of Drainage Basins. Used as a tool to regulate land use according the 2005 K ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=basin_condition
bike_lockers,bike_lockers_point,transportation,King County Transit Facilities With Bicycle Lockers,Point locations of transit facilities that have bike locker storage ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=bike_lockers
blkgrp00,blkgrp00_area,census,Census 2000 Block Groups,US Census Bureau Block Groups conflated to Assessor Land Record Geodatabase ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=blkgrp00
blkgrp00_shore,blkgrp00_shore_area,census,Census 2000 Block Groups - Major WTRBDY Features Removed,US Census Bureau Block Groups conflated to Assessor Land Record Geodatabase ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=blkgrp00_shore
blkgrp00_shore_center,blkgrp00_shore_center_point,census,2000 Census Block Group - Centers for water clipped features,US Census Bureau Block Groups conflated to Assessor Land Record Geodatabase ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=blkgrp00_shore_center
blkgrp10,blkgrp10_area,census,2010 Census Blocks for King County - Conflated to Parcels,The TIGER/Line Files are shapefiles and related database files (.dbf) that are an extract of selecte ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=blkgrp10
blkgrp10_shore,blkgrp10_shore_area,census,2010 Census Block Groups for King County - Conflated to Parcels - Major Waterbodies Erased,The TIGER/Line Files are shapefiles and related database files (.dbf) that are an extract of selecte ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=blkgrp10_shore
blkgrp10_shore_center,blkgrp10_shore_center_point,census,2010 Census Block Groups for King County - Conflated to Parcels - Major Waterbodies Erased - Block Group Centers,The TIGER/Line Files are shapefiles and related database files (.dbf) that are an extract of selecte ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=blkgrp10_shore_center
blocks00,blocks00_area,census,Census 2000 Blocks,Census Bureau Blocks conflated to Assessor Land Record Geodatabase ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=blocks00
blocks10,blocks10_area,census,2010 Census Blocks for King County - Conflated to Parcels,The TIGER/Line Files are shapefiles and related database files (.dbf) that are an extract of selecte ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=blocks10
bridges,bridges_point,transportation,Bridges Maintained by King County,This dataset covers bridge structures in unincorporated King County; contract cites; and King County ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=bridges
bus_bases,bus_bases_point,transportation,Metro Bus Bases in King County,The garage or depot for storage; fueling; and/or maintaince of buses when not in service. Transit op ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=bus_bases
business,business_point,transportation,PLIBRARY.TRANSPORTATION.xxxx798100,UnknownAbstract0 ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=business
cara,cara_area,enviro,Critical Aquifer Recharge Areas,Critical Aquifer Recharge Areas ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=cara
cemdst,cemdst_area,district,Cemetery Districts of King County,Cemetery District encompassing Vashon-Maury Island ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=cemdst
changeablemessagesign,changeablemessagesign_point,transportation,Changeable Message Sign,King County Roads Division changeable message signs; also known as variable or electronic message si ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=changeablemessagesign
charging_stations,charging_stations_point,transportation,King County Transit Facilities with Electrical Outlets,Location of Electrical Outlets at KC metro transit facilities ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=charging_stations
chinbuff,chinbuff_area,enviro,Mapped Chinook Distribution in King County,Buffer of Recorded Chinook Distribution in King CountyWRIA 7 Snohomish Drainage - Snohomish County P ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=chinbuff
chnlmigr,chnlmigr_area,hydro,Channel Migration Areas in King County,Channel migration hazards for six King County rivers: Raging River; Tolt River; Three Forks area of  ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=chnlmigr
cip_dnrp,cip_dnrp_point,planning,Capital Improvement Projects (CIP) - DNRP,Locations of active Capital Improvement Projects in King County. ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=cip_dnrp
city,city_area,admin,Incorporated Areas of King County,Current boundaries for King County incorporated places. This is extracted from CITY_ANNEX_AREA. ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=city
city_annex,city_annex_area,admin,Cities with Pending Annexations and Annexation History,City data showing pending annexations and annexation history. This will be the parent of city_kc_are ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=city_annex
city_kc,city_kc_area,admin,Incorporated Areas of King County,Current boundaries for King County incorporated places. This is extracted from CITY_ANNEX_AREA. ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=city_kc
city_lut,city_lut,admin,City Jurisdiction Code  Lookup Table,Lookup table for city jurisdiction codes and jurisdicions names. ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=city_lut
citydst,citydst_area,district,Incorporated Areas of King County,Incorporated cities and unincorporated areas of King County maintained for election purposes ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=citydst
coalmine,coalmine_area,enviro,Coal Mine Hazards,The King County Sensitive Areas Ordinance (SAO) defines coal mine hazard areas as those areas direct ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=coalmine
code_restriction,code_restriction_area,planning,Clearing Restriction Areas,Areas with Restrictions on Clearing of Vegetation. This layer uses parcels to create it. This origin ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=code_restriction
comfort_stations,comfort_stations_point,transportation,King County Metro Comfort Stations,Contains names; locations; hours and contact information of restroom facilities accessible to transi ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=comfort_stations
common_interest,common_interest_point,admin,Common Points of Interest for King County,Authoritative Points-of-Interest layer for King County. Contains over 45 different domain classes sh ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=common_interest
community_plan,community_plan_area,planning,Community Plan Area,Each community plan area represents a portion of the county that was covered by a Community Land Use ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=community_plan
community_service_area,community_service_area_area,admin,Community Service Areas in King County,Boundaries of the seven King County Unincorporated Community Service Areas (CSA). The Community Serv ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=community_service_area
complu,complu_area,planning,Comprehensive Plan Land Use,A comprehensive plan is a generalized; coordinated land use policy statement of the governing body o ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=complu
complu_designations,complu_designations,planning,UnknownTitle1,UnknownAbstract2 ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=complu_designations
congdst,congdst_area,district,Congressional Districts in King County,This data layer describes the boundaries of the Washington State Congressional districts within King ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=congdst
critical_areas,critical_areas_area,enviro,Areas of Critical Environmental Sensitivity defined by King County CAO,This layer contains critical areas and their buffers on specific parcels that have undergone Critica ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=critical_areas
cso_outfalls,cso_outfalls_point,utility,Wastewater Combined Sewer Overflow (CSO) Outfall Locations of King County,Combined Sewer Overflows (CSOs) are relief points in older sewer systems that carry sewage and storm ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=cso_outfalls
